ABBR,DATE_TIME,UTC_DATE_TIME,O3_PPB,SO2_2_PPB,NO_3_PPB,NOY_PPB,NO2_3_PPB,CO_2_PPB,VWS_M_S,VWD_DEG,TMP_DEGC,SOL_W_M2,
MACA-HM,2/19/2020 7:36:00 AM,2/19/2020 1:36:00 PM,24,0.4,0.16,5,4.9,171.258,1.3,31,-0.9,37,
MACA-HM,2/19/2020 7:37:00 AM,2/19/2020 1:37:00 PM,24.3,0.4,0.2,5.1,4.9,168.155,2.4,34,-0.8,36,
MACA-HM,2/19/2020 7:38:00 AM,2/19/2020 1:38:00 PM,24.3,0.5,0.258,5.1,4.8,167.483,2.2,31,-0.7,37,
MACA-HM,2/19/2020 7:39:00 AM,2/19/2020 1:39:00 PM,24.5,0.3,0.16,4.8,4.7,167.578,2.9,24,-0.7,37,
MACA-HM,2/19/2020 7:40:00 AM,2/19/2020 1:40:00 PM,24.6,0.5,0.33,4.9,4.6,166.376,1.9,40,-0.7,37,
MACA-HM,2/19/2020 7:41:00 AM,2/19/2020 1:41:00 PM,24.6,0.5,0.253,5,4.8,167.185,2,28,-0.7,37,
MACA-HM,2/19/2020 7:42:00 AM,2/19/2020 1:42:00 PM,23.8,0.4,0.271,5.2,4.9,165.307,1.5,27,-0.8,37,
MACA-HM,2/19/2020 7:43:00 AM,2/19/2020 1:43:00 PM,24.1,0.5,0.228,5,4.8,167.952,1.4,34,-0.7,37,
MACA-HM,2/19/2020 7:44:00 AM,2/19/2020 1:44:00 PM,23.5,0.6,0.273,4.8,4.5,165.844,1.3,16,-0.7,37,
MACA-HM,2/19/2020 7:45:00 AM,2/19/2020 1:45:00 PM,24.3,0.5,0.254,4.8,4.6,163.214,2,42,-0.7,37,
MACA-HM,2/19/2020 7:46:00 AM,2/19/2020 1:46:00 PM,24,0.6,0.279,5,4.8,169.398,1.9,29,-0.8,36,
MACA-HM,2/19/2020 7:47:00 AM,2/19/2020 1:47:00 PM,24.4,0.5,0.314,5.1,4.8,171.018,1.7,41,-0.7,37,
MACA-HM,2/19/2020 7:48:00 AM,2/19/2020 1:48:00 PM,24.4,0.5,0.267,4.9,4.6,165.169,1.5,37,-0.7,39,
MACA-HM,2/19/2020 7:49:00 AM,2/19/2020 1:49:00 PM,24.1,0.5,0.313,4.8,4.5,165.245,1.3,56,-0.7,41,
MACA-HM,2/19/2020 7:50:00 AM,2/19/2020 1:50:00 PM,24.2,0.3,0.28,4.9,4.7,162.594,1,33,-0.8,43,
MACA-HM,2/19/2020 7:51:00 AM,2/19/2020 1:51:00 PM,24.1,0.4,0.267,5.1,4.8,166.17,1.1,46,-0.8,45,
MACA-HM,2/19/2020 7:52:00 AM,2/19/2020 1:52:00 PM,24.4,0.4,0.303,5.1,4.8,165.786,1.9,47,-0.8,47,
MACA-HM,2/19/2020 7:53:00 AM,2/19/2020 1:53:00 PM,24.7,0.5,0.264,4.8,4.5,169.033,1.2,20,-0.7,49,
MACA-HM,2/19/2020 7:54:00 AM,2/19/2020 1:54:00 PM,24.7,0.4,0.286,4.9,4.6,168.14,1.6,60,-0.7,51,
MACA-HM,2/19/2020 7:55:00 AM,2/19/2020 1:55:00 PM,24.7,0.6,0.281,5,4.8,167.844,1.6,62,-0.7,54,
MACA-HM,2/19/2020 7:56:00 AM,2/19/2020 1:56:00 PM,24.3,0.4,0.254,5.2,4.9,169.132,1.5,51,-0.7,52,
MACA-HM,2/19/2020 7:57:00 AM,2/19/2020 1:57:00 PM,24.9,0.5,0.296,5.1,4.8,170.209,1.4,35,-0.7,52,
MACA-HM,2/19/2020 7:58:00 AM,2/19/2020 1:58:00 PM,25,0.5,0.339,4.9,4.5,168.957,2,41,-0.6,59,
MACA-HM,2/19/2020 7:59:00 AM,2/19/2020 1:59:00 PM,24.3,0.5,0.485,5.2,4.7,171.006,1.1,51,-0.6,61,
MACA-HM,2/19/2020 8:00:00 AM,2/19/2020 2:00:00 PM,24,0.4,1.064,6.2,5.1,187.679,1,25,-0.6,82,
MACA-HM,2/19/2020 8:01:00 AM,2/19/2020 2:01:00 PM,24.2,0.4,0.35,5.3,4.9,201.168,1.5,42,-0.6,90,
MACA-HM,2/19/2020 8:02:00 AM,2/19/2020 2:02:00 PM,24.2,0.3,0.351,4.9,4.5,173.896,1.2,33,-0.6,81,
MACA-HM,2/19/2020 8:03:00 AM,2/19/2020 2:03:00 PM,24.2,0.4,0.424,4.8,4.4,171.575,1.8,14,-0.5,85,
MACA-HM,2/19/2020 8:04:00 AM,2/19/2020 2:04:00 PM,24.8,0.5,0.381,4.9,4.5,167.553,1.7,32,-0.5,95,
MACA-HM,2/19/2020 8:05:00 AM,2/19/2020 2:05:00 PM,24.6,0.5,0.296,5.1,4.8,172.049,2,39,-0.5,122,
MACA-HM,2/19/2020 8:06:00 AM,2/19/2020 2:06:00 PM,25.1,0.5,0.484,5.1,4.6,169.878,1.7,37,-0.4,135,
MACA-HM,2/19/2020 8:07:00 AM,2/19/2020 2:07:00 PM,25.2,0.6,0.527,4.9,4.4,167.553,1.8,21,-0.3,148,
MACA-HM,2/19/2020 8:08:00 AM,2/19/2020 2:08:00 PM,25.3,0.4,0.519,5,4.5,168.193,2,26,-0.3,114,
MACA-HM,2/19/2020 8:09:00 AM,2/19/2020 2:09:00 PM,25.1,0.5,0.517,5.1,4.6,174.985,1.7,26,-0.3,167,
MACA-HM,2/19/2020 8:10:00 AM,2/19/2020 2:10:00 PM,24.4,0.3,0.406,5.2,4.8,172.369,1.1,22,-0.3,230,
MACA-HM,2/19/2020 8:11:00 AM,2/19/2020 2:11:00 PM,24.5,0.5,0.455,5,4.5,172.225,2.1,27,-0.2,230,
MACA-HM,2/19/2020 8:12:00 AM,2/19/2020 2:12:00 PM,24.5,0.5,0.511,4.9,4.4,175.11,3,23,-0.1,193,
MACA-HM,2/19/2020 8:13:00 AM,2/19/2020 2:13:00 PM,25.3,0.5,0.622,5.1,4.5,176.113,2.1,19,-0.1,232,
MACA-HM,2/19/2020 8:14:00 AM,2/19/2020 2:14:00 PM,24.8,0.5,0.567,5.2,4.6,174.556,1.8,23,0,263,
MACA-HM,2/19/2020 8:15:00 AM,2/19/2020 2:15:00 PM,24.5,0.6,0.612,5.2,4.5,172.719,2.1,25,0.1,242,
MACA-HM,2/19/2020 8:16:00 AM,2/19/2020 2:16:00 PM,24.5,0.5,0.539,4.9,4.4,171.908,2.2,3,0.1,262,
MACA-HM,2/19/2020 8:17:00 AM,2/19/2020 2:17:00 PM,24.2,0.4,0.652,4.9,4.2,173.228,1.4,36,0.1,237,
MACA-HM,2/19/2020 8:18:00 AM,2/19/2020 2:18:00 PM,24,0.6,0.518,5.1,4.6,173.725,1.6,17,0.2,223,
MACA-HM,2/19/2020 8:19:00 AM,2/19/2020 2:19:00 PM,24.6,0.5,0.565,5.3,4.7,176.815,1.2,35,0.2,279,
MACA-HM,2/19/2020 8:20:00 AM,2/19/2020 2:20:00 PM,24.3,0.5,0.572,5.2,4.6,173.506,2.2,18,0.3,323,
MACA-HM,2/19/2020 8:21:00 AM,2/19/2020 2:21:00 PM,24.6,0.6,0.601,5,4.4,171.015,1.2,25,0.4,275,
MACA-HM,2/19/2020 8:22:00 AM,2/19/2020 2:22:00 PM,24.6,0.5,0.601,5,4.4,170.86,1.8,39,0.5,329,
MACA-HM,2/19/2020 8:23:00 AM,2/19/2020 2:23:00 PM,25.1,0.5,0.606,5.2,4.6,175.153,2.4,31,0.5,329,
MACA-HM,2/19/2020 8:24:00 AM,2/19/2020 2:24:00 PM,25.2,0.6,0.759,5.4,4.6,176.991,2.2,34,0.6,333,
MACA-HM,2/19/2020 8:25:00 AM,2/19/2020 2:25:00 PM,25.1,0.7,0.744,5.2,4.5,177.939,1.8,12,0.7,336,
MACA-HM,2/19/2020 8:26:00 AM,2/19/2020 2:26:00 PM,25.1,0.7,0.747,5.2,4.5,173.445,2.2,48,0.7,338,
MACA-HM,2/19/2020 8:27:00 AM,2/19/2020 2:27:00 PM,24.9,0.7,0.746,5.3,4.6,177.572,1.8,37,0.7,342,
MACA-HM,2/19/2020 8:28:00 AM,2/19/2020 2:28:00 PM,25,0.8,0.816,5.6,4.8,174.292,2.3,31,0.7,345,
MACA-HM,2/19/2020 8:29:00 AM,2/19/2020 2:29:00 PM,24.6,0.7,0.694,5.5,4.8,175.57,1.8,52,0.8,350,
MACA-HM,2/19/2020 8:30:00 AM,2/19/2020 2:30:00 PM,25.6,0.6,0.759,5.3,4.5,179.588,1.5,31,1,353,
MACA-HM,2/19/2020 8:31:00 AM,2/19/2020 2:31:00 PM,25.6,0.7,0.9,5.5,4.6,181.36,1.8,24,1,356,
MACA-HM,2/19/2020 8:32:00 AM,2/19/2020 2:32:00 PM,25.5,0.7,0.787,5.5,4.7,178.12,1.9,35,1,359,
MACA-HM,2/19/2020 8:33:00 AM,2/19/2020 2:33:00 PM,25.5,0.6,0.888,5.7,4.8,180.775,3.2,23,1,360,
MACA-HM,2/19/2020 8:34:00 AM,2/19/2020 2:34:00 PM,26.2,0.7,0.837,5.6,4.7,179.443,3,63,1.1,365,
MACA-HM,2/19/2020 8:35:00 AM,2/19/2020 2:35:00 PM,26.9,0.8,0.851,5.5,4.6,175.319,1.8,17,1.3,369,
MACA-HM,2/19/2020 8:36:00 AM,2/19/2020 2:36:00 PM,25.8,0.9,0.855,5.6,4.8,174.438,1.1,47,1.3,370,
MACA-HM,2/19/2020 8:37:00 AM,2/19/2020 2:37:00 PM,25.5,0.8,0.79,5.6,4.8,178.535,1.3,36,1.5,375,
MACA-HM,2/19/2020 8:38:00 AM,2/19/2020 2:38:00 PM,25.2,0.8,0.733,5.6,4.8,181.884,1.2,50,1.6,378,
MACA-HM,2/19/2020 8:39:00 AM,2/19/2020 2:39:00 PM,25.4,0.7,0.765,5.4,4.6,181.127,2,33,1.6,379,
MACA-HM,2/19/2020 8:40:00 AM,2/19/2020 2:40:00 PM,26.5,1,0.825,5.4,4.6,183.343,2.2,43,1.7,384,
MACA-HM,2/19/2020 8:41:00 AM,2/19/2020 2:41:00 PM,25.8,1,0.678,5.7,5,183.563,1.5,49,1.8,387,
MACA-HM,2/19/2020 8:42:00 AM,2/19/2020 2:42:00 PM,26.8,1,0.925,6,5.1,180.953,1.8,38,1.7,388,
MACA-HM,2/19/2020 8:43:00 AM,2/19/2020 2:43:00 PM,26.7,1.1,0.918,5.9,5,183.827,2.3,33,1.7,393,
MACA-HM,2/19/2020 8:44:00 AM,2/19/2020 2:44:00 PM,27,1,0.877,5.7,4.8,184.217,2.6,56,1.8,395,
MACA-HM,2/19/2020 8:45:00 AM,2/19/2020 2:45:00 PM,27,1.1,0.828,5.8,5,182.631,2.1,29,1.9,395,
MACA-HM,2/19/2020 8:46:00 AM,2/19/2020 2:46:00 PM,27,1,0.877,5.9,5.1,181.71,2,41,1.9,398,
MACA-HM,2/19/2020 8:47:00 AM,2/19/2020 2:47:00 PM,27.1,1.1,0.949,5.8,4.8,179.128,2.2,44,1.9,404,
MACA-HM,2/19/2020 8:48:00 AM,2/19/2020 2:48:00 PM,27.1,1,0.823,5.6,4.8,183.016,1.5,48,2.3,406,
MACA-HM,2/19/2020 8:49:00 AM,2/19/2020 2:49:00 PM,27.4,1,0.736,5.5,4.8,180.387,3.3,46,2.2,407,
MACA-HM,2/19/2020 8:50:00 AM,2/19/2020 2:50:00 PM,27.7,1,0.985,5.8,4.8,182.257,2.3,42,2.1,411,
MACA-HM,2/19/2020 8:51:00 AM,2/19/2020 2:51:00 PM,27.4,1.1,0.861,5.8,4.9,182.044,1.3,68,2.2,414,
MACA-HM,2/19/2020 8:52:00 AM,2/19/2020 2:52:00 PM,27.7,0.9,0.985,5.7,4.7,185.949,3,53,2.4,414,
MACA-HM,2/19/2020 8:53:00 AM,2/19/2020 2:53:00 PM,28.6,0.9,0.883,5.4,4.5,189.28,2.3,44,2.3,413,
MACA-HM,2/19/2020 8:54:00 AM,2/19/2020 2:54:00 PM,28.4,0.9,0.817,5.4,4.6,181.498,2.4,40,2.4,417,
MACA-HM,2/19/2020 8:55:00 AM,2/19/2020 2:55:00 PM,28.6,0.9,0.878,5.6,4.7,183.189,4,55,2.4,238,
MACA-HM,2/19/2020 8:56:00 AM,2/19/2020 2:56:00 PM,29,0.9,0.888,5.7,4.8,184.558,2,37,2.3,427,
MACA-HM,2/19/2020 8:57:00 AM,2/19/2020 2:57:00 PM,28.3,0.9,0.829,5.4,4.6,186.916,1.6,70,2.4,431,
MACA-HM,2/19/2020 8:58:00 AM,2/19/2020 2:58:00 PM,28.2,0.8,0.867,5.3,4.5,185.082,1,347,2.6,430,
MACA-HM,2/19/2020 8:59:00 AM,2/19/2020 2:59:00 PM,27.3,0.8,0.857,5.3,4.5,187.893,1,17,2.8,436,
MACA-HM,2/19/2020 9:00:00 AM,2/19/2020 3:00:00 PM,27.4,0.9,0.834,5.6,4.7,188.45,1,88,3,436,
MACA-HM,2/19/2020 9:01:00 AM,2/19/2020 3:01:00 PM,28,0.8,0.799,5.5,4.7,184.454,1.2,30,3.1,438,
MACA-HM,2/19/2020 9:02:00 AM,2/19/2020 3:02:00 PM,27.9,0.9,0.83,5.3,4.5,185.16,1.3,43,3,444,
MACA-HM,2/19/2020 9:03:00 AM,2/19/2020 3:03:00 PM,28.1,0.8,0.828,5.4,4.5,186.215,2.2,20,2.7,445,
MACA-HM,2/19/2020 9:04:00 AM,2/19/2020 3:04:00 PM,28.3,0.8,0.8,5.4,4.6,185.719,1.2,36,2.7,447,
MACA-HM,2/19/2020 9:05:00 AM,2/19/2020 3:05:00 PM,28.2,0.8,0.796,5.4,4.6,181.032,1.1,63,3.1,450,
MACA-HM,2/19/2020 9:06:00 AM,2/19/2020 3:06:00 PM,28.5,0.9,0.783,5.3,4.5,180.193,1.6,8,3.2,452,
MACA-HM,2/19/2020 9:07:00 AM,2/19/2020 3:07:00 PM,28.4,0.8,0.772,5.2,4.4,185.823,1,54,3,455,
MACA-HM,2/19/2020 9:08:00 AM,2/19/2020 3:08:00 PM,28.3,0.7,0.744,5.2,4.4,183.997,2.9,54,3.1,457,
MACA-HM,2/19/2020 9:09:00 AM,2/19/2020 3:09:00 PM,29.3,0.9,0.951,5.5,4.6,188.059,1.7,33,3.1,460,
MACA-HM,2/19/2020 9:10:00 AM,2/19/2020 3:10:00 PM,29.2,0.8,0.891,5.4,4.5,186.267,1.6,36,3.1,463,
MACA-HM,2/19/2020 9:11:00 AM,2/19/2020 3:11:00 PM,28.8,0.8,0.82,5.1,4.3,183.422,2.4,41,3.2,466,
MACA-HM,2/19/2020 9:12:00 AM,2/19/2020 3:12:00 PM,29,0.8,0.798,5.3,4.5,181.352,1.8,11,3.1,468,
MACA-HM,2/19/2020 9:13:00 AM,2/19/2020 3:13:00 PM,28.6,0.9,0.887,5.4,4.6,179.613,1.9,25,3.1,470,
MACA-HM,2/19/2020 9:14:00 AM,2/19/2020 3:14:00 PM,29.1,0.8,0.857,5.5,4.6,180.251,1.9,9,3.1,475,
MACA-HM,2/19/2020 9:15:00 AM,2/19/2020 3:15:00 PM,28.8,0.8,0.958,5.4,4.4,183.86,2.6,36,3.2,477,
MACA-HM,2/19/2020 9:16:00 AM,2/19/2020 3:16:00 PM,29.3,0.9,0.904,5.3,4.4,182.037,3.2,53,3.4,478,
MACA-HM,2/19/2020 9:17:00 AM,2/19/2020 3:17:00 PM,29.3,1,0.897,5.4,4.5,182.972,1.9,5,3.2,482,
MACA-HM,2/19/2020 9:18:00 AM,2/19/2020 3:18:00 PM,29.1,0.9,0.87,5.5,4.7,184.455,1.8,23,3.2,483,
MACA-HM,2/19/2020 9:19:00 AM,2/19/2020 3:19:00 PM,29.1,0.9,0.929,5.5,4.5,185.986,2.7,34,3.2,487,
MACA-HM,2/19/2020 9:20:00 AM,2/19/2020 3:20:00 PM,28.9,0.9,0.944,5.3,4.3,185.33,1.8,11,3.1,491,
MACA-HM,2/19/2020 9:21:00 AM,2/19/2020 3:21:00 PM,28.8,0.8,0.849,5.3,4.4,185.868,1.8,28,3.1,492,
MACA-HM,2/19/2020 9:22:00 AM,2/19/2020 3:22:00 PM,28.9,0.9,0.873,5.3,4.5,190.207,2.1,19,3.3,495,
MACA-HM,2/19/2020 9:23:00 AM,2/19/2020 3:23:00 PM,28.9,0.8,0.962,5.4,4.5,185.181,1.9,19,3.5,498,
MACA-HM,2/19/2020 9:24:00 AM,2/19/2020 3:24:00 PM,28.6,0.8,0.756,5,4.3,184.49,1.6,56,3.6,501,
MACA-HM,2/19/2020 9:25:00 AM,2/19/2020 3:25:00 PM,28.8,0.6,0.772,4.9,4.1,187.383,2,65,4.1,504,
MACA-HM,2/19/2020 9:26:00 AM,2/19/2020 3:26:00 PM,29.4,0.8,0.927,5.3,4.4,183.228,1.8,23,4,506,
MACA-HM,2/19/2020 9:27:00 AM,2/19/2020 3:27:00 PM,29.6,0.9,0.877,5.3,4.4,185.003,0.7,27,4,508,
MACA-HM,2/19/2020 9:28:00 AM,2/19/2020 3:28:00 PM,29.6,0.7,0.867,5.1,4.3,183.805,1.5,67,4.1,510,
MACA-HM,2/19/2020 9:29:00 AM,2/19/2020 3:29:00 PM,29.6,0.8,0.798,4.9,4.1,184.796,3.3,31,4,511,
MACA-HM,2/19/2020 9:30:00 AM,2/19/2020 3:30:00 PM,30.3,0.9,0.791,4.8,4,181.585,2.3,59,4,515,
MACA-HM,2/19/2020 9:31:00 AM,2/19/2020 3:31:00 PM,29.9,0.8,0.82,5,4.1,185.355,2,19,4.1,518,
MACA-HM,2/19/2020 9:32:00 AM,2/19/2020 3:32:00 PM,29.5,0.9,0.744,5.1,4.4,182.521,1.5,43,4.3,519,
MACA-HM,2/19/2020 9:33:00 AM,2/19/2020 3:33:00 PM,29.5,0.8,0.753,5,4.2,187.301,1,89,4.5,522,
MACA-HM,2/19/2020 9:34:00 AM,2/19/2020 3:34:00 PM,30.2,0.9,0.85,4.8,3.9,181.303,1.5,12,4.3,523,
MACA-HM,2/19/2020 9:35:00 AM,2/19/2020 3:35:00 PM,29.5,0.8,0.944,5,4.1,180.502,1.3,8,4.3,482,
MACA-HM,2/19/2020 9:36:00 AM,2/19/2020 3:36:00 PM,28.7,0.8,0.798,5,4.2,183.08,1.6,38,4.3,466,
MACA-HM,2/19/2020 9:37:00 AM,2/19/2020 3:37:00 PM,29.4,0.7,0.799,4.9,4.1,182.588,1.5,35,4.2,514,
MACA-HM,2/19/2020 9:38:00 AM,2/19/2020 3:38:00 PM,29.3,0.9,0.786,4.8,4,185.472,1,357,4.3,535,
MACA-HM,2/19/2020 9:39:00 AM,2/19/2020 3:39:00 PM,29.6,0.9,0.86,4.9,4.1,186.278,2.7,30,4.1,537,
MACA-HM,2/19/2020 9:40:00 AM,2/19/2020 3:40:00 PM,30.2,0.9,0.852,5.1,4.3,182.775,2,29,3.8,539,
MACA-HM,2/19/2020 9:41:00 AM,2/19/2020 3:41:00 PM,30,1,0.926,5.3,4.3,188.642,2,26,4.1,540,
MACA-HM,2/19/2020 9:42:00 AM,2/19/2020 3:42:00 PM,29.7,1,0.882,5.1,4.2,187.115,1.2,13,4.4,542,
MACA-HM,2/19/2020 9:43:00 AM,2/19/2020 3:43:00 PM,29.5,0.7,0.946,4.8,3.8,186.307,1.6,43,4.5,546,
MACA-HM,2/19/2020 9:44:00 AM,2/19/2020 3:44:00 PM,30,0.8,0.877,4.9,4.1,184.616,1.8,26,4.4,548,
MACA-HM,2/19/2020 9:45:00 AM,2/19/2020 3:45:00 PM,30,0.9,0.799,5,4.2,180.843,1.9,54,4.6,549,
MACA-HM,2/19/2020 9:46:00 AM,2/19/2020 3:46:00 PM,30.3,1,0.951,5.1,4.1,181.972,2.4,35,4.4,550,
MACA-HM,2/19/2020 9:47:00 AM,2/19/2020 3:47:00 PM,30.6,1,0.898,4.9,4,181.299,2.7,23,4.2,553,
MACA-HM,2/19/2020 9:48:00 AM,2/19/2020 3:48:00 PM,30.5,0.9,0.947,4.9,4,181.236,2.4,18,4.2,554,
MACA-HM,2/19/2020 9:49:00 AM,2/19/2020 3:49:00 PM,30.3,0.8,0.922,5,4.1,181.804,1.7,22,4.3,558,
MACA-HM,2/19/2020 9:50:00 AM,2/19/2020 3:50:00 PM,30.9,0.9,0.888,5.1,4.2,182.82,2.8,38,4.2,559,
MACA-HM,2/19/2020 9:51:00 AM,2/19/2020 3:51:00 PM,30.9,1.1,0.837,4.9,4.1,178.964,2,36,4.4,561,
MACA-HM,2/19/2020 9:52:00 AM,2/19/2020 3:52:00 PM,30.9,1,0.829,4.9,4.1,180.166,3.3,46,4.4,561,
MACA-HM,2/19/2020 9:53:00 AM,2/19/2020 3:53:00 PM,31,1.1,0.887,5,4.1,180.598,2.6,54,4.3,565,
MACA-HM,2/19/2020 9:54:00 AM,2/19/2020 3:54:00 PM,30.4,1.1,0.829,5,4.2,179.586,2.3,68,4.7,568,
MACA-HM,2/19/2020 9:55:00 AM,2/19/2020 3:55:00 PM,30.8,0.9,0.99,5.2,4.2,181.307,1.2,92,4.7,568,
MACA-HM,2/19/2020 9:56:00 AM,2/19/2020 3:56:00 PM,30.6,1,0.952,5,4,181.025,1.5,54,5,571,
MACA-HM,2/19/2020 9:57:00 AM,2/19/2020 3:57:00 PM,30.4,0.9,0.948,4.9,4,177.622,2.3,47,5,574,
MACA-HM,2/19/2020 9:58:00 AM,2/19/2020 3:58:00 PM,30.7,1,1.015,5,4,180.481,0.4,88,4.9,577,
MACA-HM,2/19/2020 9:59:00 AM,2/19/2020 3:59:00 PM,30.1,0.9,0.877,5.1,4.2,185.763,1.5,51,5.3,579,
MACA-HM,2/19/2020 10:00:00 AM,2/19/2020 4:00:00 PM,29.9,1,0.82,4.8,4,182.76,2.1,27,5.5,579,
MACA-HM,2/19/2020 10:01:00 AM,2/19/2020 4:01:00 PM,30.6,0.9,0.848,4.7,3.8,182.762,2.1,42,5.3,583,
MACA-HM,2/19/2020 10:02:00 AM,2/19/2020 4:02:00 PM,30.8,1,0.919,4.7,3.8,179.782,2.4,28,5.2,585,
MACA-HM,2/19/2020 10:03:00 AM,2/19/2020 4:03:00 PM,30.9,1.1,0.874,4.9,4,178.786,2.4,358,4.9,586,
MACA-HM,2/19/2020 10:04:00 AM,2/19/2020 4:04:00 PM,31.1,1.1,0.942,4.8,3.9,186.196,1.8,10,4.9,589,
MACA-HM,2/19/2020 10:05:00 AM,2/19/2020 4:05:00 PM,31.3,1.1,0.871,4.6,3.8,184.363,1.8,4,4.7,591,
MACA-HM,2/19/2020 10:06:00 AM,2/19/2020 4:06:00 PM,31.4,1,0.9,4.6,3.7,183.768,1.9,12,4.9,592,
MACA-HM,2/19/2020 10:07:00 AM,2/19/2020 4:07:00 PM,30.6,1.1,0.838,4.7,3.9,185.664,2.4,53,5.5,594,
MACA-HM,2/19/2020 10:08:00 AM,2/19/2020 4:08:00 PM,31.2,1,0.918,4.8,3.9,183.684,1.1,10,5.2,599,
MACA-HM,2/19/2020 10:09:00 AM,2/19/2020 4:09:00 PM,30.8,1.1,0.869,4.5,3.6,184.122,2,14,5,599,
MACA-HM,2/19/2020 10:10:00 AM,2/19/2020 4:10:00 PM,31.2,1,0.891,4.5,3.6,183.884,1.7,9,5.1,601,
MACA-HM,2/19/2020 10:11:00 AM,2/19/2020 4:11:00 PM,30.4,1,0.926,4.6,3.7,184.492,1.7,25,5.2,604,
MACA-HM,2/19/2020 10:12:00 AM,2/19/2020 4:12:00 PM,30.7,1,0.984,4.9,3.9,187,1.7,38,5.1,607,
MACA-HM,2/19/2020 10:13:00 AM,2/19/2020 4:13:00 PM,30.9,1.1,0.927,4.8,3.9,184.775,1.5,359,5.3,434,
MACA-HM,2/19/2020 10:14:00 AM,2/19/2020 4:14:00 PM,30.3,0.9,0.827,4.6,3.7,182.421,1.8,44,5.6,611,
MACA-HM,2/19/2020 10:15:00 AM,2/19/2020 4:15:00 PM,30.7,1,0.937,4.6,3.7,180.875,1.6,3,5.6,611,
MACA-HM,2/19/2020 10:16:00 AM,2/19/2020 4:16:00 PM,30.6,1.1,0.965,4.9,3.9,180.432,1.8,28,5.9,608,
MACA-HM,2/19/2020 10:17:00 AM,2/19/2020 4:17:00 PM,30.6,0.9,0.863,4.7,3.9,186.645,1.9,356,5.6,604,
MACA-HM,2/19/2020 10:18:00 AM,2/19/2020 4:18:00 PM,30.9,1,1.016,4.6,3.6,186.738,2.6,360,5.5,612,
MACA-HM,2/19/2020 10:19:00 AM,2/19/2020 4:19:00 PM,30.5,1.2,0.873,4.5,3.6,185.567,2.5,24,5.6,611,
MACA-HM,2/19/2020 10:20:00 AM,2/19/2020 4:20:00 PM,30.6,1,0.94,4.7,3.8,188.807,1.5,68,5.6,612,
MACA-HM,2/19/2020 10:21:00 AM,2/19/2020 4:21:00 PM,30.7,0.9,0.792,4.6,3.8,188.818,1.5,62,5.9,619,
MACA-HM,2/19/2020 10:22:00 AM,2/19/2020 4:22:00 PM,31.1,0.9,0.777,4.4,3.6,187.926,0.8,47,6.2,622,
MACA-HM,2/19/2020 10:23:00 AM,2/19/2020 4:23:00 PM,31.2,0.9,0.805,4.1,3.3,184.267,1.4,27,6.4,623,
MACA-HM,2/19/2020 10:24:00 AM,2/19/2020 4:24:00 PM,31.2,0.9,0.764,4.1,3.3,178.984,1.2,48,6.3,625,
MACA-HM,2/19/2020 10:25:00 AM,2/19/2020 4:25:00 PM,31.8,0.9,0.803,4.3,3.5,179.846,1.5,30,5.9,629,
MACA-HM,2/19/2020 10:26:00 AM,2/19/2020 4:26:00 PM,31.1,0.9,0.857,4.4,3.5,182.188,2.3,31,5.8,629,
MACA-HM,2/19/2020 10:27:00 AM,2/19/2020 4:27:00 PM,31.7,1,0.783,4.2,3.4,184.777,0.9,32,5.7,631,
MACA-HM,2/19/2020 10:28:00 AM,2/19/2020 4:28:00 PM,31.6,1.1,0.816,4.1,3.3,182.437,0.5,95,6.2,635,
MACA-HM,2/19/2020 10:29:00 AM,2/19/2020 4:29:00 PM,31.5,0.8,0.831,4.2,3.3,185.784,0.6,64,6.5,639,
MACA-HM,2/19/2020 10:30:00 AM,2/19/2020 4:30:00 PM,32.2,0.9,0.768,4.1,3.3,181.733,0.3,95,6.2,641,
MACA-HM,2/19/2020 10:31:00 AM,2/19/2020 4:31:00 PM,31.2,0.9,0.822,4.2,3.3,183.091,0.2,117,6.6,639,
MACA-HM,2/19/2020 10:32:00 AM,2/19/2020 4:32:00 PM,31.5,0.8,0.734,3.9,3.2,187.917,2,79,6.6,644,
MACA-HM,2/19/2020 10:33:00 AM,2/19/2020 4:33:00 PM,32.4,0.8,0.655,3.8,3.2,182.116,3.7,62,6.3,647,
MACA-HM,2/19/2020 10:34:00 AM,2/19/2020 4:34:00 PM,33.2,0.9,0.699,3.8,3.1,181.65,2.5,79,6,646,
MACA-HM,2/19/2020 10:35:00 AM,2/19/2020 4:35:00 PM,33.3,0.7,0.596,3.8,3.2,180.432,3.5,66,6,649,
MACA-HM,2/19/2020 10:36:00 AM,2/19/2020 4:36:00 PM,33.6,0.7,0.709,3.6,2.8,181.696,3.3,50,5.9,611,
MACA-HM,2/19/2020 10:37:00 AM,2/19/2020 4:37:00 PM,33.4,0.7,0.693,3.6,2.9,181.004,2,87,5.8,651,
MACA-HM,2/19/2020 10:38:00 AM,2/19/2020 4:38:00 PM,32.8,0.9,0.646,3.7,3,185.539,0.8,88,6.2,644,
MACA-HM,2/19/2020 10:39:00 AM,2/19/2020 4:39:00 PM,32.7,0.8,0.691,3.8,3.1,179.08,0.8,47,6.6,628,
MACA-HM,2/19/2020 10:40:00 AM,2/19/2020 4:40:00 PM,33,0.7,0.584,3.6,3,178.787,3.1,96,6.4,645,
